MatNo,Plant,MatGroupName,FinancialYear,Month,month_index,actual,xgb_pred,wma_pred
MAT0001,Chennai Plant,Nova,2025-26,May,13,133,137.4096221923828,132.16666666666666
MAT0001,Pune Plant,Nova,2025-26,May,13,143,137.5469207763672,129.66666666666666
MAT0002,Chennai Plant,Nova,2025-26,May,13,169,151.75184631347656,147.0
MAT0002,Delhi Plant,Nova,2025-26,May,13,156,168.0369110107422,147.5
MAT0003,Coimbatore Plant,Pearl,2025-26,May,13,228,224.26773071289062,219.16666666666666
MAT0004,Chennai Plant,Pearl,2025-26,May,13,149,134.31259155273438,103.83333333333333
MAT0004,Delhi Plant,Pearl,2025-26,May,13,161,135.5252685546875,106.66666666666667
MAT0004,Pune Plant,Pearl,2025-26,May,13,165,140.64991760253906,113.16666666666667
MAT0005,Bengaluru Plant,Sleek,2025-26,May,13,366,442.068603515625,410.6666666666667
MAT0005,Pune Plant,Sleek,2025-26,May,13,370,396.78643798828125,390.5
MAT0006,Chennai Plant,Sleek,2025-26,May,13,122,131.89418029785156,114.0
MAT0006,Coimbatore Plant,Sleek,2025-26,May,13,119,135.7917938232422,118.5
MAT0007,Bengaluru Plant,AeroBreeze,2025-26,May,13,26,26.763978958129883,19.166666666666668
MAT0007,Chennai Plant,AeroBreeze,2025-26,May,13,27,29.530065536499023,18.166666666666668
MAT0007,Delhi Plant,AeroBreeze,2025-26,May,13,25,29.355253219604492,18.166666666666668
MAT0007,Pune Plant,AeroBreeze,2025-26,May,13,24,31.021366119384766,19.0
MAT0008,Delhi Plant,CoolAir,2025-26,May,13,397,204.18081665039062,216.83333333333334
MAT0009,Bengaluru Plant,Luminex,2025-26,May,13,290,305.1503601074219,306.1666666666667
MAT0009,Chennai Plant,Luminex,2025-26,May,13,312,315.6011047363281,297.0
MAT0010,Delhi Plant,BrightMax,2025-26,May,13,162,144.4241485595703,137.66666666666666
MAT0010,Pune Plant,BrightMax,2025-26,May,13,152,145.09185791015625,144.66666666666666
MAT0011,Chennai Plant,FlexiCore,2025-26,May,13,46,48.778106689453125,45.833333333333336
MAT0012,Coimbatore Plant,SafeLine,2025-26,May,13,23,25.201387405395508,22.333333333333332
MAT0012,Pune Plant,SafeLine,2025-26,May,13,22,27.24715232849121,22.666666666666668
MAT0013,Bengaluru Plant,DuraFix,2025-26,May,13,129,127.06256866455078,122.0
MAT0013,Delhi Plant,DuraFix,2025-26,May,13,121,132.53155517578125,128.66666666666666
MAT0014,Bengaluru Plant,SteelGrip,2025-26,May,13,12,16.014572143554688,12.0
MAT0014,Chennai Plant,SteelGrip,2025-26,May,13,138,142.2259979248047,123.66666666666667
MAT0014,Coimbatore Plant,SteelGrip,2025-26,May,13,63,78.65766143798828,62.0
MAT0014,Delhi Plant,SteelGrip,2025-26,May,13,29,27.751190185546875,24.833333333333332
MAT0014,Pune Plant,SteelGrip,2025-26,May,13,42,37.40248107910156,33.5
MAT0015,Pune Plant,StdGrade,2025-26,May,13,242,216.2145233154297,224.0
MAT0016,Chennai Plant,StdGrade,2025-26,May,13,63,83.14784240722656,96.33333333333333
MAT0016,Delhi Plant,StdGrade,2025-26,May,13,70,81.66327667236328,94.66666666666667
MAT0017,Bengaluru Plant,ReadyPack,2025-26,May,13,188,220.69210815429688,239.83333333333334
MAT0018,Bengaluru Plant,ClipFix,2025-26,May,13,459,461.303466796875,448.0
MAT0018,Coimbatore Plant,ClipFix,2025-26,May,13,525,490.29052734375,493.3333333333333
MAT0001,Chennai Plant,Nova,2025-26,June,14,127,134.79632568359375,133.5
MAT0001,Pune Plant,Nova,2025-26,June,14,133,137.9772491455078,137.0
MAT0002,Chennai Plant,Nova,2025-26,June,14,172,193.09425354003906,159.33333333333334
MAT0002,Delhi Plant,Nova,2025-26,June,14,164,156.78836059570312,154.33333333333334
MAT0003,Coimbatore Plant,Pearl,2025-26,June,14,207,228.78138732910156,219.33333333333334
MAT0004,Chennai Plant,Pearl,2025-26,June,14,164,163.33099365234375,132.16666666666666
MAT0004,Delhi Plant,Pearl,2025-26,June,14,136,161.3515625,139.5
MAT0004,Pune Plant,Pearl,2025-26,June,14,161,170.6758270263672,144.83333333333334
MAT0005,Bengaluru Plant,Sleek,2025-26,June,14,415,381.2016906738281,389.1666666666667
MAT0005,Pune Plant,Sleek,2025-26,June,14,404,353.80633544921875,381.1666666666667
MAT0006,Chennai Plant,Sleek,2025-26,June,14,118,121.63874816894531,118.0
MAT0006,Coimbatore Plant,Sleek,2025-26,June,14,114,121.25486755371094,120.33333333333333
MAT0007,Bengaluru Plant,AeroBreeze,2025-26,June,14,24,26.589134216308594,23.833333333333332
MAT0007,Chennai Plant,AeroBreeze,2025-26,June,14,24,27.91480827331543,23.5
MAT0007,Delhi Plant,AeroBreeze,2025-26,June,14,28,25.748193740844727,22.5
MAT0007,Pune Plant,AeroBreeze,2025-26,June,14,26,25.16160774230957,22.5
MAT0008,Delhi Plant,CoolAir,2025-26,June,14,242,223.16854858398438,295.3333333333333
MAT0009,Bengaluru Plant,Luminex,2025-26,June,14,323,318.4695129394531,299.3333333333333
MAT0009,Chennai Plant,Luminex,2025-26,June,14,321,310.7004089355469,305.1666666666667
MAT0010,Delhi Plant,BrightMax,2025-26,June,14,140,155.0458984375,149.16666666666666
MAT0010,Pune Plant,BrightMax,2025-26,June,14,161,142.6078338623047,148.5
MAT0011,Chennai Plant,FlexiCore,2025-26,June,14,45,45.09715270996094,46.166666666666664
MAT0012,Coimbatore Plant,SafeLine,2025-26,June,14,22,22.937423706054688,22.833333333333332
MAT0012,Pune Plant,SafeLine,2025-26,June,14,23,22.156291961669922,22.833333333333332
MAT0013,Bengaluru Plant,DuraFix,2025-26,June,14,111,116.10185241699219,124.33333333333333
MAT0013,Delhi Plant,DuraFix,2025-26,June,14,100,114.73341369628906,124.5
MAT0014,Bengaluru Plant,SteelGrip,2025-26,June,14,14,13.607917785644531,12.166666666666666
MAT0014,Chennai Plant,SteelGrip,2025-26,June,14,155,149.71475219726562,132.33333333333334
MAT0014,Coimbatore Plant,SteelGrip,2025-26,June,14,70,58.26445388793945,64.0
MAT0014,Delhi Plant,SteelGrip,2025-26,June,14,27,25.137609481811523,27.333333333333332
MAT0014,Pune Plant,SteelGrip,2025-26,June,14,41,36.53489685058594,37.666666666666664
MAT0015,Pune Plant,StdGrade,2025-26,June,14,217,218.01922607421875,231.66666666666666
MAT0016,Chennai Plant,StdGrade,2025-26,June,14,67,69.90637969970703,73.83333333333333
MAT0016,Delhi Plant,StdGrade,2025-26,June,14,65,72.30936431884766,77.5
MAT0017,Bengaluru Plant,ReadyPack,2025-26,June,14,224,226.1315460205078,206.66666666666666
MAT0018,Bengaluru Plant,ClipFix,2025-26,June,14,490,444.6915283203125,456.1666666666667
MAT0018,Coimbatore Plant,ClipFix,2025-26,June,14,517,482.3636169433594,510.3333333333333
MAT0001,Chennai Plant,Nova,2025-26,July,15,124,128.55540466308594,131.16666666666666
MAT0001,Pune Plant,Nova,2025-26,July,15,143,133.76844787597656,136.33333333333334
MAT0002,Chennai Plant,Nova,2025-26,July,15,162,170.48483276367188,168.0
MAT0002,Delhi Plant,Nova,2025-26,July,15,168,148.24688720703125,161.16666666666666
MAT0003,Coimbatore Plant,Pearl,2025-26,July,15,196,218.97923278808594,213.0
MAT0004,Chennai Plant,Pearl,2025-26,July,15,71,80.31399536132812,154.83333333333334
MAT0004,Delhi Plant,Pearl,2025-26,July,15,83,75.4479751586914,144.83333333333334
MAT0004,Pune Plant,Pearl,2025-26,July,15,74,80.70513153076172,160.33333333333334
MAT0005,Bengaluru Plant,Sleek,2025-26,July,15,802,619.3460083007812,399.6666666666667
MAT0005,Pune Plant,Sleek,2025-26,July,15,784,666.5189819335938,388.8333333333333
MAT0006,Chennai Plant,Sleek,2025-26,July,15,113,139.58999633789062,119.66666666666667
MAT0006,Coimbatore Plant,Sleek,2025-26,July,15,115,138.3760223388672,117.33333333333333
MAT0007,Bengaluru Plant,AeroBreeze,2025-26,July,15,13,2.2905900478363037,25.0
MAT0007,Chennai Plant,AeroBreeze,2025-26,July,15,12,3.370800256729126,25.0
MAT0007,Delhi Plant,AeroBreeze,2025-26,July,15,13,4.763689994812012,26.333333333333332
MAT0007,Pune Plant,AeroBreeze,2025-26,July,15,14,4.4273505210876465,25.166666666666668
MAT0008,Delhi Plant,CoolAir,2025-26,July,15,167,347.76715087890625,276.8333333333333
MAT0009,Bengaluru Plant,Luminex,2025-26,July,15,294,330.4482116699219,310.8333333333333
MAT0009,Chennai Plant,Luminex,2025-26,July,15,331,436.0128173828125,313.5
MAT0010,Delhi Plant,BrightMax,2025-26,July,15,141,148.41371154785156,147.16666666666666
MAT0010,Pune Plant,BrightMax,2025-26,July,15,153,148.9300537109375,155.66666666666666
MAT0011,Chennai Plant,FlexiCore,2025-26,July,15,45,43.875274658203125,45.666666666666664
MAT0012,Coimbatore Plant,SafeLine,2025-26,July,15,24,20.963483810424805,22.666666666666668
MAT0012,Pune Plant,SafeLine,2025-26,July,15,22,21.45477867126465,23.0
MAT0013,Bengaluru Plant,DuraFix,2025-26,July,15,129,110.53067779541016,118.0
MAT0013,Delhi Plant,DuraFix,2025-26,July,15,112,115.90528106689453,112.16666666666667
MAT0014,Bengaluru Plant,SteelGrip,2025-26,July,15,11,14.372917175292969,13.166666666666666
MAT0014,Chennai Plant,SteelGrip,2025-26,July,15,132,146.0535125732422,145.83333333333334
MAT0014,Coimbatore Plant,SteelGrip,2025-26,July,15,64,61.19619369506836,67.33333333333333
MAT0014,Delhi Plant,SteelGrip,2025-26,July,15,22,26.936487197875977,27.666666666666668
MAT0014,Pune Plant,SteelGrip,2025-26,July,15,35,37.99004364013672,40.166666666666664
MAT0015,Pune Plant,StdGrade,2025-26,July,15,209,220.54673767089844,225.0
MAT0016,Chennai Plant,StdGrade,2025-26,July,15,64,69.27491760253906,65.33333333333333
MAT0016,Delhi Plant,StdGrade,2025-26,July,15,65,69.06710815429688,67.0
MAT0017,Bengaluru Plant,ReadyPack,2025-26,July,15,198,212.3336181640625,207.83333333333334
MAT0018,Bengaluru Plant,ClipFix,2025-26,July,15,479,452.9838562011719,476.6666666666667
MAT0018,Coimbatore Plant,ClipFix,2025-26,July,15,524,471.2279968261719,517.1666666666666
MAT0001,Chennai Plant,Nova,2025-26,August,16,128,131.69076538085938,126.5
MAT0001,Pune Plant,Nova,2025-26,August,16,136,134.54454040527344,139.66666666666666
MAT0002,Chennai Plant,Nova,2025-26,August,16,145,157.3205108642578,166.5
MAT0002,Delhi Plant,Nova,2025-26,August,16,161,178.26063537597656,164.66666666666666
MAT0003,Coimbatore Plant,Pearl,2025-26,August,16,205,224.07269287109375,205.0
MAT0004,Chennai Plant,Pearl,2025-26,August,16,77,95.08348083496094,115.0
MAT0004,Delhi Plant,Pearl,2025-26,August,16,84,73.46064758300781,113.66666666666667
MAT0004,Pune Plant,Pearl,2025-26,August,16,72,89.94867706298828,118.16666666666667
MAT0005,Bengaluru Plant,Sleek,2025-26,August,16,822,755.588623046875,600.3333333333334
MAT0005,Pune Plant,Sleek,2025-26,August,16,828,740.592041015625,588.3333333333334
MAT0006,Chennai Plant,Sleek,2025-26,August,16,117,123.17767333984375,116.16666666666667
MAT0006,Coimbatore Plant,Sleek,2025-26,August,16,106,129.2126007080078,115.33333333333333
MAT0007,Bengaluru Plant,AeroBreeze,2025-26,August,16,14,15.954760551452637,18.833333333333332
MAT0007,Chennai Plant,AeroBreeze,2025-26,August,16,14,17.44654083251953,18.5
MAT0007,Delhi Plant,AeroBreeze,2025-26,August,16,13,15.727307319641113,20.0
MAT0007,Pune Plant,AeroBreeze,2025-26,August,16,15,14.859827995300293,19.666666666666668
MAT0008,Delhi Plant,CoolAir,2025-26,August,16,165,349.34320068359375,230.33333333333334
MAT0009,Bengaluru Plant,Luminex,2025-26,August,16,326,348.5670166015625,303.0
MAT0009,Chennai Plant,Luminex,2025-26,August,16,324,349.42291259765625,324.5
MAT0010,Delhi Plant,BrightMax,2025-26,August,16,159,165.10992431640625,144.16666666666666
MAT0010,Pune Plant,BrightMax,2025-26,August,16,158,163.0688018798828,155.5
MAT0011,Chennai Plant,FlexiCore,2025-26,August,16,42,45.12535095214844,45.166666666666664
MAT0012,Coimbatore Plant,SafeLine,2025-26,August,16,24,21.279863357543945,23.166666666666668
MAT0012,Pune Plant,SafeLine,2025-26,August,16,26,21.27128791809082,22.333333333333332
MAT0013,Bengaluru Plant,DuraFix,2025-26,August,16,132,117.63203430175781,123.0
MAT0013,Delhi Plant,DuraFix,2025-26,August,16,110,112.72288513183594,109.5
MAT0014,Bengaluru Plant,SteelGrip,2025-26,August,16,11,14.142242431640625,12.166666666666666
MAT0014,Chennai Plant,SteelGrip,2025-26,August,16,133,146.50900268554688,140.66666666666666
MAT0014,Coimbatore Plant,SteelGrip,2025-26,August,16,65,61.49770736694336,65.83333333333333
MAT0014,Delhi Plant,SteelGrip,2025-26,August,16,28,23.048791885375977,24.833333333333332
MAT0014,Pune Plant,SteelGrip,2025-26,August,16,36,36.026607513427734,38.166666666666664
MAT0015,Pune Plant,StdGrade,2025-26,August,16,215,221.6310272216797,217.16666666666666
MAT0016,Chennai Plant,StdGrade,2025-26,August,16,71,64.50345611572266,64.83333333333333
MAT0016,Delhi Plant,StdGrade,2025-26,August,16,63,66.98509979248047,65.83333333333333
MAT0017,Bengaluru Plant,ReadyPack,2025-26,August,16,211,236.25320434570312,205.0
MAT0018,Bengaluru Plant,ClipFix,2025-26,August,16,499,504.3193054199219,479.3333333333333
MAT0018,Coimbatore Plant,ClipFix,2025-26,August,16,485,515.22265625,521.8333333333334
MAT0001,Chennai Plant,Nova,2025-26,September,17,135,136.0089569091797,126.5
MAT0001,Pune Plant,Nova,2025-26,September,17,142,141.10009765625,137.83333333333334
MAT0002,Chennai Plant,Nova,2025-26,September,17,172,153.44065856933594,155.16666666666666
MAT0002,Delhi Plant,Nova,2025-26,September,17,170,151.67408752441406,163.83333333333334
MAT0003,Coimbatore Plant,Pearl,2025-26,September,17,192,219.71607971191406,202.33333333333334
MAT0004,Chennai Plant,Pearl,2025-26,September,17,80,77.73113250732422,89.5
MAT0004,Delhi Plant,Pearl,2025-26,September,17,84,81.52548217773438,92.33333333333333
MAT0004,Pune Plant,Pearl,2025-26,September,17,81,72.55299377441406,87.5
MAT0005,Bengaluru Plant,Sleek,2025-26,September,17,841,770.974609375,747.5
MAT0005,Pune Plant,Sleek,2025-26,September,17,742,792.26171875,742.6666666666666
MAT0006,Chennai Plant,Sleek,2025-26,September,17,121,128.02630615234375,115.83333333333333
MAT0006,Coimbatore Plant,Sleek,2025-26,September,17,110,121.82737731933594,110.33333333333333
MAT0007,Bengaluru Plant,AeroBreeze,2025-26,September,17,15,12.813191413879395,15.333333333333334
MAT0007,Chennai Plant,AeroBreeze,2025-26,September,17,12,15.542566299438477,15.0
MAT0007,Delhi Plant,AeroBreeze,2025-26,September,17,14,13.963117599487305,15.5
MAT0007,Pune Plant,AeroBreeze,2025-26,September,17,13,13.996078491210938,16.5
MAT0008,Delhi Plant,CoolAir,2025-26,September,17,499,265.6929931640625,178.5
MAT0009,Bengaluru Plant,Luminex,2025-26,September,17,301,296.2762145996094,314.8333333333333
MAT0009,Chennai Plant,Luminex,2025-26,September,17,293,341.0375671386719,325.8333333333333
MAT0010,Delhi Plant,BrightMax,2025-26,September,17,138,154.89239501953125,149.83333333333334
MAT0010,Pune Plant,BrightMax,2025-26,September,17,157,158.42405700683594,156.83333333333334
MAT0011,Chennai Plant,FlexiCore,2025-26,September,17,47,44.50011444091797,43.5
MAT0012,Coimbatore Plant,SafeLine,2025-26,September,17,25,23.565181732177734,23.666666666666668
MAT0012,Pune Plant,SafeLine,2025-26,September,17,23,22.89280128479004,24.166666666666668
MAT0013,Bengaluru Plant,DuraFix,2025-26,September,17,132,130.21421813964844,127.5
MAT0013,Delhi Plant,DuraFix,2025-26,September,17,120,121.11653137207031,109.0
MAT0014,Bengaluru Plant,SteelGrip,2025-26,September,17,11,14.558211326599121,11.5
MAT0014,Chennai Plant,SteelGrip,2025-26,September,17,118,143.73817443847656,136.33333333333334
MAT0014,Coimbatore Plant,SteelGrip,2025-26,September,17,71,64.76516723632812,65.5
MAT0014,Delhi Plant,SteelGrip,2025-26,September,17,28,25.566741943359375,25.833333333333332
MAT0014,Pune Plant,SteelGrip,2025-26,September,17,36,38.29386520385742,36.5
MAT0015,Pune Plant,StdGrade,2025-26,September,17,225,218.347900390625,213.33333333333334
MAT0016,Chennai Plant,StdGrade,2025-26,September,17,67,69.88031005859375,68.0
MAT0016,Delhi Plant,StdGrade,2025-26,September,17,71,67.33000946044922,64.0
MAT0017,Bengaluru Plant,ReadyPack,2025-26,September,17,188,229.5402069091797,208.83333333333334
MAT0018,Bengaluru Plant,ClipFix,2025-26,September,17,527,504.19940185546875,490.8333333333333
MAT0018,Coimbatore Plant,ClipFix,2025-26,September,17,465,479.44708251953125,503.3333333333333
MAT0001,Chennai Plant,Nova,2025-26,October,18,139,136.88348388671875,130.83333333333334
MAT0001,Pune Plant,Nova,2025-26,October,18,136,135.3384552001953,140.16666666666666
MAT0002,Chennai Plant,Nova,2025-26,October,18,173,181.8275146484375,161.33333333333334
MAT0002,Delhi Plant,Nova,2025-26,October,18,157,184.32061767578125,166.66666666666666
MAT0003,Coimbatore Plant,Pearl,2025-26,October,18,224,257.6073913574219,197.0
MAT0004,Chennai Plant,Pearl,2025-26,October,18,84,77.63200378417969,77.5
MAT0004,Delhi Plant,Pearl,2025-26,October,18,78,88.83014678955078,83.83333333333333
MAT0004,Pune Plant,Pearl,2025-26,October,18,80,76.82427215576172,76.83333333333333
MAT0005,Bengaluru Plant,Sleek,2025-26,October,18,373,390.32940673828125,828.1666666666666
MAT0005,Pune Plant,Sleek,2025-26,October,18,406,376.1127624511719,777.6666666666666
MAT0006,Chennai Plant,Sleek,2025-26,October,18,235,159.7329559326172,118.33333333333333
MAT0006,Coimbatore Plant,Sleek,2025-26,October,18,207,151.09432983398438,109.5
MAT0007,Bengaluru Plant,AeroBreeze,2025-26,October,18,13,13.433165550231934,14.333333333333334
MAT0007,Chennai Plant,AeroBreeze,2025-26,October,18,15,14.095337867736816,12.666666666666666
MAT0007,Delhi Plant,AeroBreeze,2025-26,October,18,14,13.28105640411377,13.5
MAT0007,Pune Plant,AeroBreeze,2025-26,October,18,15,13.840112686157227,13.833333333333334
MAT0008,Delhi Plant,CoolAir,2025-26,October,18,452,250.61561584472656,332.3333333333333
MAT0009,Bengaluru Plant,Luminex,2025-26,October,18,645,526.7195434570312,308.1666666666667
MAT0009,Chennai Plant,Luminex,2025-26,October,18,649,540.3814086914062,309.6666666666667
MAT0010,Delhi Plant,BrightMax,2025-26,October,18,157,147.6223602294922,145.5
MAT0010,Pune Plant,BrightMax,2025-26,October,18,147,151.10519409179688,156.66666666666666
MAT0011,Chennai Plant,FlexiCore,2025-26,October,18,47,46.76268768310547,45.0
MAT0012,Coimbatore Plant,SafeLine,2025-26,October,18,24,24.517107009887695,24.5
MAT0012,Pune Plant,SafeLine,2025-26,October,18,24,23.183414459228516,23.833333333333332
MAT0013,Bengaluru Plant,DuraFix,2025-26,October,18,102,129.7878875732422,131.5
MAT0013,Delhi Plant,DuraFix,2025-26,October,18,108,125.9708480834961,115.33333333333333
MAT0014,Bengaluru Plant,SteelGrip,2025-26,October,18,13,12.49809455871582,11.0
MAT0014,Chennai Plant,SteelGrip,2025-26,October,18,151,135.8456268310547,125.33333333333333
MAT0014,Coimbatore Plant,SteelGrip,2025-26,October,18,61,67.6658935546875,67.83333333333333
MAT0014,Delhi Plant,SteelGrip,2025-26,October,18,26,25.56209373474121,27.0
MAT0014,Pune Plant,SteelGrip,2025-26,October,18,39,35.7802734375,35.833333333333336
MAT0015,Pune Plant,StdGrade,2025-26,October,18,218,213.98744201660156,219.0
MAT0016,Chennai Plant,StdGrade,2025-26,October,18,68,71.10856628417969,67.83333333333333
MAT0016,Delhi Plant,StdGrade,2025-26,October,18,73,72.8962173461914,67.33333333333333
MAT0017,Bengaluru Plant,ReadyPack,2025-26,October,18,192,237.8412628173828,197.33333333333334
MAT0018,Bengaluru Plant,ClipFix,2025-26,October,18,507,479.69219970703125,509.6666666666667
MAT0018,Coimbatore Plant,ClipFix,2025-26,October,18,463,408.454345703125,481.5
MAT0001,Chennai Plant,Nova,2025-26,November,19,133,141.72984313964844,135.83333333333334
MAT0001,Pune Plant,Nova,2025-26,November,19,133,140.327392578125,138.0
MAT0002,Chennai Plant,Nova,2025-26,November,19,153,169.2015838623047,168.0
MAT0002,Delhi Plant,Nova,2025-26,November,19,156,135.8512725830078,162.0
MAT0003,Coimbatore Plant,Pearl,2025-26,November,19,192,201.12109375,210.16666666666666
MAT0004,Chennai Plant,Pearl,2025-26,November,19,78,76.61470031738281,81.5
MAT0004,Delhi Plant,Pearl,2025-26,November,19,72,75.60472106933594,81.0
MAT0004,Pune Plant,Pearl,2025-26,November,19,84,75.74066162109375,79.0
MAT0005,Bengaluru Plant,Sleek,2025-26,November,19,402,383.10693359375,603.8333333333334
MAT0005,Pune Plant,Sleek,2025-26,November,19,399,390.4049377441406,588.3333333333334
MAT0006,Chennai Plant,Sleek,2025-26,November,19,208,233.3754425048828,177.33333333333334
MAT0006,Coimbatore Plant,Sleek,2025-26,November,19,226,217.885498046875,157.83333333333334
MAT0007,Bengaluru Plant,AeroBreeze,2025-26,November,19,12,13.418074607849121,13.833333333333334
MAT0007,Chennai Plant,AeroBreeze,2025-26,November,19,14,13.058026313781738,13.833333333333334
MAT0007,Delhi Plant,AeroBreeze,2025-26,November,19,12,13.53385066986084,13.833333333333334
MAT0007,Pune Plant,AeroBreeze,2025-26,November,19,14,13.244292259216309,14.333333333333334
MAT0008,Delhi Plant,CoolAir,2025-26,November,19,203,383.35577392578125,419.8333333333333
MAT0009,Bengaluru Plant,Luminex,2025-26,November,19,618,557.0896606445312,477.1666666666667
MAT0009,Chennai Plant,Luminex,2025-26,November,19,625,594.0582885742188,476.1666666666667
MAT0010,Delhi Plant,BrightMax,2025-26,November,19,163,148.3976593017578,151.0
MAT0010,Pune Plant,BrightMax,2025-26,November,19,154,151.9076385498047,152.16666666666666
MAT0011,Chennai Plant,FlexiCore,2025-26,November,19,44,44.67912292480469,46.166666666666664
MAT0012,Coimbatore Plant,SafeLine,2025-26,November,19,23,22.389408111572266,24.333333333333332
MAT0012,Pune Plant,SafeLine,2025-26,November,19,26,22.34487533569336,24.0
MAT0013,Bengaluru Plant,DuraFix,2025-26,November,19,93,109.85314178466797,117.0
MAT0013,Delhi Plant,DuraFix,2025-26,November,19,126,130.16796875,112.33333333333333
MAT0014,Bengaluru Plant,SteelGrip,2025-26,November,19,11,14.050751686096191,12.0
MAT0014,Chennai Plant,SteelGrip,2025-26,November,19,133,142.0449981689453,137.0
MAT0014,Coimbatore Plant,SteelGrip,2025-26,November,19,61,61.649227142333984,65.0
MAT0014,Delhi Plant,SteelGrip,2025-26,November,19,27,24.6737003326416,27.0
MAT0014,Pune Plant,SteelGrip,2025-26,November,19,39,36.38274002075195,37.5
MAT0015,Pune Plant,StdGrade,2025-26,November,19,223,218.8699493408203,219.83333333333334
MAT0016,Chennai Plant,StdGrade,2025-26,November,19,73,72.95600891113281,68.16666666666667
MAT0016,Delhi Plant,StdGrade,2025-26,November,19,63,70.86366271972656,70.66666666666667
MAT0017,Bengaluru Plant,ReadyPack,2025-26,November,19,211,199.9573211669922,193.83333333333334
MAT0018,Bengaluru Plant,ClipFix,2025-26,November,19,534,517.5545654296875,512.3333333333334
MAT0018,Coimbatore Plant,ClipFix,2025-26,November,19,519,460.9247131347656,467.3333333333333
MAT0001,Chennai Plant,Nova,2025-26,December,20,136,132.3144989013672,135.33333333333334
MAT0001,Pune Plant,Nova,2025-26,December,20,135,134.33241271972656,135.5
MAT0002,Chennai Plant,Nova,2025-26,December,20,157,154.6315460205078,162.83333333333334
MAT0002,Delhi Plant,Nova,2025-26,December,20,169,166.17909240722656,158.66666666666666
MAT0003,Coimbatore Plant,Pearl,2025-26,December,20,202,217.0785369873047,202.66666666666666
MAT0004,Chennai Plant,Pearl,2025-26,December,20,81,75.0169677734375,80.33333333333333
